Column,2017,2016
"Attendance Attendance
Retainer Fees Fees Total Retainer Fees Fees Total
Shs’000 Shs’000 Shs’000 Shs’000 Shs’000 Shs’000",,
"Dr. Susan Mboya 432 480 912 432 320 752
Mr. Gayling May 309 1,058 1,367 309 751 1,060
Mr. Peter Gethi 309 959 1,268 309 685 995",,
"Total 1,050 2,497 3,547 1,050 1,756 2,806",,
