2019,2018,2019
,"339,049
14,469",
"363,072",,–
"15,936",,–
"379,008","353,518",–
"168,735","180,369",–
,"92,921",
"114,228",,
"114,228","92,921",–
,"559
10,012",
572,,–
"10,014",,–
"10,586","10,571",–
,"27,464",
"44,004",,–
"44,004","27,464",–
,"–
–
–",
–,,"223,000"
–,,"271,000"
–,,–
–,–,"494,000"
,"66,836",
"74,604",,–
"74,604","66,836",–
,"1,751
–
1,549
–
–",
"2,175",,–
"1,650",,–
"2,162",,–
431,,–
52,,–
"6,470","3,300",–
,"359
–
–
–
3,807
6,149",
"1,232",,–
–,,"6,514"
–,,"4,000"
–,,"1,738"
"7,205",,–
"14,455",,–
"22,892","10,315","12,252"
,"931,714
84,018
27,847
190,275",
"268,118",,
"85,403",,
–,,
"173,386",,
"526,907","1,233,854",–
,"122,261
25,241",
"180,661",,"105,671"
"28,345",,"5,850"
"209,006","147,502","111,521"
