Group,Column,Company,Column
2024,2023,2024,2023
(1 795),4 500,184,(12)
(1 008),(24),184,(12)
16 154,"16 403
(16 427)",–,"–
(12)"
(17 162),,184,
1 395,"1 366
(346)
126
3 507
(129)",–,"–
–
–
–
–"
(475),,–,
–,,–,
(1 540),,–,
(167),,–,
(105),(182),–,–
(50),"(54)
–
(128)",–,"–
–
–"
9,,–,
(64),,–,
(299),(41),(200),–
(89),"(41)
–",–,"–
–"
(210),,(200),
(2 199),"4 277
8 566
–
14",(16),"(12)
31
–
–"
12 857,,19,
(1 529),,–,
(20),,–,
9 109,12 857,3,19
