"Life risk measured
under GMM","Life insurance contracts that provide insurable benefits in the event
of death, sickness or disability, and that are measured using the
General Measurement Model. These also include Universal Life
contracts that have indirect participating features.","Retail pure risk products, e.g. Soma
plan, Kenya Commercial Bank (KCB)
Elimisha and funeral plans."
,Comprises insurance contracts issued to retail customers.,
Annuities,Long-term insurance contracts that:,"Retail guaranteed annuities and living
annuities with funeral benefits."
,"• offer a combination of savings, deferred annuities and risk
benefits. These include products that offer a defined monetary
benefit over a contractually determined period or facilitates groups
of employees or member savings for retirement and payment of
post-retirement benefits.",
,"These contracts are measured using the General
Measurement Approach.",
"Life risk measured
under PAA","Life insurance contracts that provide insurable risk benefits in
the event of death, sickness or disability, and that are measured
using the Premium Allocation Approach. These include insurance
contracts issued to retail customers and groupings of employees and
members.","Embedded bancassurance (Group
Life, Credit Life), funeral products
sold via banking channels. Education
plans. Medical Expense Cover; Flexi
range and Blue plans."
Participating contracts,"Insurance contracts for which, at inception:","Comprises mainly unit-linked
retirement annuities and
endowments which have a return of
contribution on death (e.g. Income
Builder, Life Vest), as well as some
linked annuities."
,"• The contractual terms specify that the policyholder participates in
a share of a clearly identified pool of underlying items;",
,"• The group expects to pay the policyholder an amount equal to a
substantial share of the fair value returns on the underlying items;
and",
,"• The group expects a substantial proportion of any change in fair
value of the underlying items.",
,These contracts are measured using the variable fee approach.,
"Investment contracts
with Discretionary
participating features","A financial instrument that provides a particular investor with the
contractual right to receive, as a supplement to an amount not
subject to the discretion of the issuer, additional amounts:","Comprises of the Deposit
Administration (DA) guaranteed
fund and the Boresha Maisha (BM)
Retirement Plan guaranteed fund."
,"• That are expected to be a significant portion of the total
contractual benefits;",
,"• The timing or amount of which are contractually at the discretion
of the issuer; and",
,• That are contractually based on:,
,"• the returns of a specified pool of contracts or a specified type
of contract;",
,"• realised and/or unrealised investment returns on a specified
pool of assets held by the issuer; or",
,• the profit or loss of the entity or fund that issues the contract.,
"Non-life measured
under PAA","Contracts insuring policyholders for mechanical breakdown of
equipment, theft, fire, weather-related events, fraud, third-party
claims and medical expenses","Comprises general
insurance category contracts offered
by Heritage Insurance companies."
Reinsurance contracts,,
"Reinsurance life
risk measured
under GMM",Reinsurance on insurance contracts noted above.,"Comprises cover for contracts
measured under GMM, mainly
the endowment Soma plan and
KCB Elimisha."
"Reinsurance life risk
measured under PAA",Reinsurance on insurance contracts noted above.,"Comprises reinsurance for
Catastrophic risks and medical
expense cover."
"Reinsurance non-life
risk measured
under PAA",Reinsurance on insurance contracts noted above.,"Reinsurance for short term
business contracts under Heritage
Insurance companies."
