THE GROUP,Column,THE COMPANY,Column
"2018
Shs’000","2017
(Restated)
Shs’000",,"2018
Shs’000"
"1,003,427
276,105
(318,374)","(849,444)
2,520,967
(333,373)",,"261,165
-
-"
"961,158","1,338,150",,"261,165"
"(94,160)
7,536
(78,295)
2,097,128","(124,826)
58,387
(94,010)
(2,357,284)",,"-
-
-
-"
"1,932,209","(2,517,733)",,-
"(323,186)","(74,074)",,"(267,855)"
"(323,186)","(74,074)",,"(267,855 )"
"2,570,181","(1,253,657)",,"(6,690)"
"3,689,506
(18,764)","4,936,638
6,525",,"17,349
-"
"6,240,923","3,689,506",,"10,659"
