Level 1,Level 2,Level 3,Total
–,11 021,–,11 021
–,225,–,225
–,11 246,–,11 246
–,–,–,61
–,–,–,18 937
–,–,–,1 007
–,–,–,4 480
–,–,–,1 566
–,–,–,207
–,11 246,–,37 504
