2025,2024,2025,2024
"1 091
432","2 091
721","1 465
–","125
–"
"39.5
(3.8)
(5.7)
–","34.5
4.5
(9.1)
0.1","–
33.2
(3.2)
–","–
75.6
(45.6)
–"
30.0,30.0,30.0,30.0
