"Present value
of future
cash flows","Risk
adjustment for
non-financial
risk",CSM,"Total
investment
contracts with
DPF"
2 968 833,–,–,2 968 833
–,–,–,–
2 968 833,–,–,2 968 833
(10 420),–,–,(10 420)
–,–,–,–
–,–,–,–
(10 420),–,–,(10 420)
–,–,–,–
–,–,–,–
–,–,–,–
–,–,–,–
–,–,–,–
–,–,–,–
–,–,–,–
–,–,–,–
(10 420),–,–,(10 420)
156 617,–,–,156 617
–,–,–,–
146 197,–,–,146 197
(436 461),–,–,(436 461)
176 655,–,–,176 655
(478 159),–,–,(478 159)
(132 898),–,–,(132 898)
(2 059),–,–,(2 059)
–,–,–,–
2 678 569,–,–,2 678 569
–,–,–,–
2 678 569,–,–,2 678 569
