2022,2021,2022,2021,2022
2 701 541,"2 571 541
–
–
10 151",–,"–
–
–
–",2 701 541
10 204,,–,,10 204
545,,–,,545
30 529,,–,,30 529
2 742 819,2 581 692,–,–,2 742 819
