Column,GROUP,Column,COMPANY,Column
,"2013
Shs’ 000","2012
Shs’ 000","2013
Shs’ 000","2012
Shs’ 000"
Amounts due to related Companies,"76,164","142,122","111,248","143,410"
Accrued expenses,"293,254","263,220",-,"14,237"
Other liabilities,"543,872","625,568","59,287",-
,"913,290","1,030,910","170,535","157,647"
