"Life insurance contracts measured Life participating contracts measured
under GMM under VFA Total",Column
"Total life
insurance Total life
contracts participating
Profitable Onerous measured Profitable Onerous contracts
contracts contracts under contracts contracts measured
originated originated GMM originated originated under VFA","Profitable Onerous
contracts contracts
originated originated Total"
485 309 794 45 140 185,530 449 979
"99 106 205 27 78 105
386 203 589 18 62 80","126 184 310
404 265 669"
"(761) (248) (1 009) (86) (56) (142)
30 17 47 1 5 6
246 – 246 40 – 40","(847) (304) (1 151)
31 22 53
286 – 286"
– 78 78 – 89 89,– 167 167
,521 515 1 036
"183 280 463 16 35 51
236 131 367 86 69 155","199 315 514
322 200 522"
,"(703) (387) (1 090)
18 24 42
164 – 164"
,– 152 152
