Kenya,Tanzania,"IFRS
reported"
38 392 783,3 638 812,42 031 595
199 838,16 000,215 838
60 657,35 617,96 274
1 401 457,12 913,1 414 370
–,–,–
1 216 000,–,1 216 000
118 420,–,118 420
22 975 161,120 945,23 096 106
1 400 034,–,1 400 034
2 621 653,1 511 558,4 133 211
8 399 563,1 941 779,10 341 342
30 093 579,2 676 836,32 770 415
13 015 975,2 138 903,15 154 878
2 822 939,–,2 822 939
10 717 674,–,10 717 674
3 536 991,537 933,4 074 924
