THE GROUP,Column,THE COMPANY,Column
"2018
Shs’000","2017
(Restated)*
Shs’000",,"2018
Shs’000"
"10,217,603
(3,908,377)","10,493,560
(4,162,811)",,"-
-"
"6,309,226","6,330,749",,-
"844,015
155,915
415,752
1,571,504
15,638
-","965,459
2,434,872
167,699
520,621
14,641
(10,549)",,"-
800,669
-
-
-
(630,792)"
"3,002,824","4,092,743",,"169,877"
"9,312,050","10,423,492",,"169,877"
"(5,306,021)
(689,723)
1,802,243","(6,091,026)
(663,247)
1,771,564",,"-
-
-"
"(4,193,501)","(4,982,709)",,-
"(1,166,084)
(3,027,509)","(1,171,902)
(3,164,611)",,"-
(198,343)"
"(4,193,593)","(4,336,513)",,"(198,343)"
"924,956","1,104,270",,"(28,466)"
"(375,430)","(429,697)",,-
"549,526","674,573",,"(28,466)"
"493,711
55,815","653,791
20,782",,"(28,466)
-"
"549,526","674,573",,"(28,466)"
0.92,,,(0.05)
