Column,1/1,Column
"2 Shaffiq Dharamshi Vice Chairman
Last elected in June 2021",1/1,- 4/4 - 4/4 4/4 2/2 4/4
,1/1,
"4 Alkarim Jiwa Finance Director
(Executive)",1/1,- - - - - 2/2 4/4
,1/1,
"6 Guedi Ainache Non-Executive Director
Last re-elected in May 2020 (Independent)",1/1,4/4 - 4/4 - 4/4 2/2 4/4
,1/1,
"8 Irfan Keshavjee Non-Executive Director
Last re-elected in June 2021 (Independent)",1/1,4/4 4/4 4/4 4/4 - 2/2 4/4
,1/1,
"10 Sagheer Mufti Non-Executive Director
Last re-elected in May 2020",1/1,4/4 - 4/4 - - 2/2 4/4
,1/1,
"12 Jamaludin Shamji Non-Executive Director
Last re-elected in May 2019",1/1,- 4/4 4/4 4/4 4/4 2/2 4/4
