2014,2013,2014,2013
Shs’000,Shs’000,Shs’000,Shs’000
"20,608,202","13,348,030","17,629,255","10,140,812"
"23,022,042","11,052,275","20,776,184","9,059,281"
"3,878,178","2,073,645","3,336,000","1,616,230"
"1,735,315","1,355,534","863,000","599,747"
"410,232","393,684","362,840","368,434"
"49,653,969","28,223,168","42,967,279","21,784,504"
"443,933","302,798","258,117","132,585"
"1,066,833","849,174","540,061","372,808"
"224,549","203,562","64,822","94,354"
"1,735,315","1,355,534","863,000","599,747"
