"14,091,521","4,027,755","2,663,173","288,442","21,070,891"
"13,547,827","1,574,882","3,454,797","114,819","18,692,325"
"51,911","217,552","34,208",-,"303,671"
"27,691,259","5,820,189","6,152,178","403,261","40,066,887"
"11,231,239","1,463,733","1,875,993","65,040","14,636,005"
"758,461","75,794","205,814","11,369","1,051,438"
"1,301,198","104,444","81,353","5,352","1,492,347"
"13,290,898","1,643,971","2,163,160","81,761","17,179,790"
"14,400,361","4,176,218","3,989,018","321,500","22,887,097"
"2,104,170","1,002,284","775,801","47,777","3,930,032"
"3,368,585","594,489","328,367","13,516","4,304,957"
"335,961","35,916","15,277",140,"387,294"
"5,808,716","1,632,689","1,119,445","61,433","8,622,283"
