Column,"2,064","2,431,988","2,398,516","287,784","10,802,817","475,667",Column
,"45,381","1,286,827",-,-,-,-,
Cost or valuation,"47,445","3,718,815","2,398,516","287,784","10,802,817","475,667","17,731,044"
