Net (decrease)/ increase in cash and cash equivalents,"(3,589,193)","32,542,874","(6,394,815)","21,841,937"
,"43,279,118","9,267,831","13,352,421",
,"(771,170)","1,468,413",-,
,"42,507,948","10,736,244","13,352,421","(8,489,516)"
Cash and cash equivalents at end of year,"38,918,755","43,279,118","6,957,606","13,352,421"
