Column,Column,Column,Column,Column,Furniture,Column,Column
,Leasehold,,Leasehold,Motor,fittings &,Work in,
,land,Buildings,improvements,vehicles,equipment,progress,Total
,Shs’000,Shs’000,Shs’000,Shs’000,Shs’000,Shs’000,Shs’000
,"1,041,475","2,356,205","299,135","10,446","921,888","391,088","5,020,237"
,-,300,798,-,"194,349","170,315","365,762"
,-,-,"7,728",-,"160,798","(168,526)",-
,-,-,(636),-,"(63,380)","(67,643)","(131,659)"
,-,-,636,-,"56,814",-,"57,450"
,"(18,724)","(36,346)","(77,881)","(7,437)","(411,759)",-,"(552,147)"
,"1,022,751","2,320,159","229,780","3,009","858,710","325,234","4,759,643"
,"1,060,199","2,392,820","757,802","100,687","3,330,523","325,234","7,967,265"
,"(37,448)","(72,661)","(528,022)","(97,678)","(2,471,813)",-,"(3,207,622)"
,"1,022,751","2,320,159","229,780","3,009","858,710","325,234","4,759,643"
"At 31 December 2018
Cost
Revaluation surplus
Cost or valuation",,,,,,,
,"430,251","1,914,417","757,802","100,687","3,330,523","325,234","6,858,914"
,"629,948","478,403",-,-,-,-,"1,108,351"
,"1,060,199","2,392,820","757,802","100,687","3,330,523","325,234","7,967,265"
