2015,2014,2015,2014
Shs’000,Shs’000,Shs’000,Shs’000
"659,652","715,206","582,989","551,787"
"674,514","488,244","350,294","277,932"
"1,141,693","645,428","900,830","556,302"
"2,475,859","1,848,878","1,834,113","1,386,021"
"586,043","560,351","339,303","377,522"
"241,149","178,241","189,542","102,559"
"1,508","58,426",-,"6,833"
"(213,844)","(205,264)","(142,659)","(147,611)"
"(19,364)","(5,711)",-,-
"595,492","586,043","386,186","339,303"
"1,664,311","1,441,018","1,113,881","924,339"
"(1,068,819)","(854,975)","(727,695)","(585,036)"
"595,492","586,043","386,186","339,303"
