Column,"2,423","(2,423)",-,Column
,"(9,619)","9,619",-,
,"100,028","1,969",-,
,"(160,017)","(31,731)",-,
,"17,123",231,-,
,"129,103","23,264",-,
Loss allowance as at 31 December 2023,"238,647","2,879",-,"241,526"
Total Loss Allowance,"1,061,591","3,479,273","17,572,592","22,113,456"
