7%,"3,566,638",3%
27%,"9,875,791",8%
15%,"4,007,896",3%
4%,"37,208,973",29%
1%,"947,954",1%
23%,"6,326,770",5%
1%,-,0%
17%,"281,187",1%
4%,"55,984,872",44%
1%,"8,028,625",6%
100%,"126,228,706",100%
