Column,Column,"1,895,775","(7,995,001)","4,739,824","(182,928)",Column
,,"(38,392)",-,-,-,
,,"6,956",-,-,-,
,,-,"4,926,595",-,-,
,(i),-,-,"(4,001,307)",-,
,(ii),-,-,-,"9,219",
At end of year,,"1,864,339","(3,068,406)","738,517","(173,709)","(639,259)"
