Identified,Unidentified,Identified,Unidentified
Impairment,impairment,Impairment,impairment
Shs’000,Shs’000,Shs’000,Shs’000
"887,294","1,526,341","809,946","1,243,215"
"703,117","412,340","439,366","293,388"
"(182,422)",-,"(119,191)",-
"(218,063)",-,"(158,098)",-
"2,467","9,100",-,-
"1,192,393","1,947,781","972,023","1,536,603"
"1,192,393","1,947,781","972,023","1,536,603"
"1,122,660","253,927","706,843","142,378"
"(369,288)",-,"(236,158)",-
"(488,059)",-,"(374,296)",-
"(7,124)","(14,526)",-,-
"1,450,582","2,187,182","1,068,412","1,678,981"
Identified,Unidentified,,
impairment,impairment,Total,
Shs’000,Shs’000,Shs’000,
"703,117","412,340","1,115,457",
"(218,063)",-,"(218,063)",
"485,054","412,340","897,394",
"(27,762)",-,"(27,762)",
"29,180",-,"29,180",
"486,472","412,340","898,812",
"1,122,660","253,927","1,376,587",
"(488,059)",-,"(488,059)",
"634,601","253,927","888,528",
"(19,879)",-,"(19,879)",
"(17,439)",-,"(17,439)",
"597,283","253,927","851,210",
