Bank,Column,Column,Column,Column
Off balance Sheet Facilities,Stage 1,Stage 2,Stage 3,
"Loss allowance – Loans and advances to
customers at amortised cost",12-month ECL,Lifetime ECL,Lifetime ECL,Total
,Shs ‘000,Shs ‘000,Shs ‘000,Shs ‘000
,"706,588","1,993,004
(131,221)
49,902
(368,589)
-
868,260
(1,233,379)
(79,121)
700,212","14,967,655","17,667,247"
,"131,221",,-,-
,"(49,902)",,-,-
,"(2,932)",,"371,521",-
,-,,"(7,630,304)","(7,630,304)"
,"354,939",,"3,250,969","4,474,168"
,"(356,486)",,"(9,769,929)","(11,359,794)"
,"(16,026)",,"(26,190)","(121,337)"
,"(23,344)",,"12,352,136","13,029,004"
,"744,058","1,799,068","13,515,858","16,058,984"
