2016,2015,2016,2015
Shs’000,Shs’000,Shs’000,Shs’000
"3,516,895","3,112,000","292,543","247,197"
"484,902","1,081,722","164,494","80,166"
"(55,130)","(272,980)","(20,609)","(24,752)"
"429,772","808,742","143,885","55,414"
"164,560","348,002","46,993","37,316"
"34,589",-,-,-
"1,203,428","1,013,388","(355,178)","(192,552)"
"(278,440)","(423,924)","(14,280)","(15,885)"
"1,000,460","(155,711)",-,-
"1,925,448","433,753","(369,458)","(208,437)"
"5,610,427","5,763,618","201,949","212,177"
"(1,172,216)","(586,944)","(154,736)","198,209"
"6,363,659","5,610,427","(322,245)","201,949"
