"2004 2003
Shs'OOO Shs '000
1,201,671 517,134
1,238,883 2,522,271
821,728 179,022
231,031 207,307
7,137,193 4,882,138
79,139 79,139
16,305 16,996
254,213 161,870
59,379 5,056"
"11,039,542 8,570,933"
"8,831,556 6,528,151
472,321 334,106
8,991 41,242
503,551 506,414"
"9,816,419 7,409,913"
"397,500 397,500
16,320 16,320
713,142 650,695
26,598 26,942
69,563 69,563"
"1,223,123 1,161,020"
"11,039,542 8,570,933"
