2017,2016,2017,2016
Shs’000,Shs’000,Shs’000,Shs’000
"34,860,913","30,179,707","25,838,674","21,504,053"
"(13,978,997)","(12,274,604)","(11,184,103)","(9,129,020)"
"3,140,739","3,091,066","1,784,618","1,682,036"
"1,914,316","1,901,622","1,232,537","1,334,166"
"150,079","72,195","20,221","13,305"
"(8,872,466)","(7,800,888)","(5,191,184)","(4,470,233)"
"(5,601,625)","(3,949,992)","(4,637,482)","(3,148,222)"
"11,612,959","11,219,106","7,863,281","7,786,085"
"(795,224)","(2,320,502)","(1,066,589)","(2,117,086)"
"(19,040,677)","(42,022,834)","(10,961,562)","(37,043,922)"
"(12,517,540)","(12,699,976)","(13,274,992)","(13,546,501)"
-,-,"113,857","113,589"
"20,764,779","43,457,323","13,324,513","42,370,414"
"492,619","(412,125)","656,952","(321,482)"
"1,868,011","(680,459)","1,719,699","(818,850)"
"2,384,927","(3,459,467)","(1,624,841)","(3,577,753)"
"(965,191)","(1,388,113)","(458,109)","(891,102)"
"(400,647)","(441,788)","(327,654)","(410,424)"
-,-,"(1,056,380)","(1,151,558)"
(878),"(10,531)",(878),"(10,531)"
"9,102","2,662","2,762","1,355"
-,-,"68,704","58,076"
"(1,357,614)","(1,837,770)","(1,771,555)","(2,404,184)"
"379,682","10,301,532",-,"10,279,284"
"(5,430,160)","(14,658,886)","(5,258,898)","(14,499,774)"
"(964,378)","(936,736)","(758,407)","(910,660)"
-,"505,584",-,-
-,"(133,041)",-,"(133,041)"
"(692,435)","(605,275)","(692,435)","(605,275)"
"(40,693)","(34,589)",-,-
"(6,747,984)","(5,561,411)","(6,709,740)","(5,869,466)"
"(5,720,671)","(10,858,648)","(10,106,136)","(11,851,403)"
"2,865,866","15,269,755","(7,097,656)","4,753,747"
"6,546,360",-,"6,546,360",-
"(901,629)","(1,545,241)",-,-
"8,510,597","13,724,514","(551,296)","4,753,747"
"2,789,926","2,865,866","(10,657,432)","(7,097,656)"
