65.68%,65.68%,-,-,"2,058,576","2,058,576"
67.18%,61.71%,-,-,"3,026,081","1,969,701"
67.33%,67.33%,-,-,"484,611","484,611"
100%,100%,-,-,"2,000","2,000"
100%,100%,-,-,"29,137","29,137"
,,-,-,"5,600,405","4,544,025"
40%,40%,1,1,1,1
20%,20%,"6,079","6,079",-,-
,,"6,080","6,080","5,600,406","4,544,026"
