"3,702,885","3,186,084","2,109,134","1,825,172"
"(392,866)","(238,964)","(392,866)","(238,964)"
"3,310,019","2,947,120","1,716,268","1,586,208"
"61,604","53,997","61,326","53,713"
"314,556","323,832","66,874","118,620"
"(133,713)","(5,618)","(129,860)","5,618"
"261,768","189,925","520,515","594,774"
"504,215","562,136","518,855","772,725"
"5,026,522","4,869,616","2,941,526","2,841,474"
"1,039,668","1,024,429","468,172","543,081"
"306,605","980,133","164,569","848,087"
"548,273","475,960","195,232","194,397"
"33,021","29,407","14,939","11,062"
"5,371,625","4,964,577","2,856,178","2,372,115"
"12,325,714","12,344,122","6,640,616","6,810,216"
