Column,"2,018,275","(2,018,275)",-,Column
,"(898,848)",-,-,
,"54,167,210","295,446",-,
,"(60,025,646)","106,530",-,
,"307,473","907,417",-,
Gross carrying amount as at 31 December 2024,"85,622,320","4,506,125",-,"90,128,445"
,"183,901",428,-,
Net carrying Amount as at 31 December 2024,"85,438,419","4,505,697",-,"89,944,116"
