"804,03","843,71",-,-,-,-,)551(,551,")039,11(","628,53","953,77",")335,14(","628,53"
"141,922","661,731","136,02",-,")052,92(","225,42",")185,57(","665,86",")039,16(","562,313","615,425",")152,112(","562,313"
"117,440,2","355,111","885,59",-,-,-,-,-,")190,88(","167,361,2","347,182,2",")289,711(","167,361,2"
"888,013",-,-,-,-,-,-,-,")246,4(","642,603","003,813",")450,21(","642,603"
