Column,latoT,000’shS,"285,243,8",")150,22(","135,023,8","175,529,031","920,81"
,ICOP,000’shS,-,-,-,-,-
"3
egatS","LCE
emitefiL",000’shS,-,-,-,-,-
"2
egatS","LCE
emitefiL",000’shS,-,-,-,-,-
"1
egatS","LCE
htnom-21",000’shS,"285,243,8",")150,22(","135,023,8","175,529,031","920,81"
