2013,2012,2013,2012
Shs’000,Shs’000,Shs’000,Shs’000
"36,311,336","31,350,973","22,986,825","20,256,281"
"12,076,294","9,808,232","4,990,957","4,159,547"
"80,400,768","65,815,841","56,694,035","48,089,082"
-,208,-,208
"128,788,398","106,975,254","84,671,817","72,505,118"
"4,130,825","2,159,068","3,442,343","591,166"
"587,487","568,236","292,369","411,228"
"4,718,312","2,727,304","3,734,712","1,002,394"
-,-,"79,560","79,560"
"13,004","13,090",-,-
"285,645","232,453","240,145","188,008"
"507,874","737,092","902,224","577,741"
"1,145,364","438,600",-,-
"593,888","688,259","375,026","588,209"
"951,205","757,922","702,758","502,181"
"3,496,980","2,867,416","2,299,713","1,935,699"
