2021,2020
Shs’000,Shs’000
"22,253,877","13,604,721"
"2,651,262","1,798,780"
"(3,344,324)","7,729,780"
"(87,864)","(1,215,512)"
"(3,188,288)","(2,262,185)"
"10,570,185","2,598,293"
"28,854,848","22,253,877"
