Group,Column,Bank,Column
2025,2024,2025,202
Shs’000,Shs’000,Shs’000,Shs’00
"84,271,269","75,674,239
82,478,656","56,519,356",
"89,648,422",,"61,406,849",
,"315,358,697
35,366,692
100,441,240",,
"353,807,415",,"244,683,093",
"44,191,616",,"37,647,624",
"109,615,621",,"81,715,867",
"507,614,652","451,166,629","364,046,584",
16.6%,,15.53%,
17.7%,,16.87%,
