"Share
capital","Share
premium","Statutory
loan loss
reserve","Other
reserves","Retained
earnings","Proposed
dividend","Attributable
to equity
holders of
the Bank","Non
controlling
interests",Total
Shs’000,Shs’000,Shs’000,Shs’000,Shs’000,Shs’000,Shs’000,Shs’000,Shs’000
"1,118,409","9,006,569","1,062,649","(575,081)","47,483,370","754,926","58,850,842","5,664,503","64,515,345"
-,-,-,-,"3,247,534",-,"3,247,534","281,092","3,528,626"
-,-,-,"627,138",-,-,"627,138","436,085","1,063,223"
-,-,-,"(37,678)","37,678",-,-,-,-
-,-,-,"3,701","(3,701)",-,-,-,-
-,-,"(273,176)",-,"273,176",-,-,-,-
-,-,-,"35,251","(35,251)",-,-,-,-
-,-,"(273,176)","628,412","3,519,436",-,"3,874,672","717,177","4,591,849"
-,-,-,-,-,"(754,926)","(754,926)","(38,136)","(793,062)"
-,-,-,-,-,-,-,-,-
-,-,-,-,-,"(754,926)","(754,926)","(38,136)","(793,062)"
"1,118,409","9,006,569","789,473","53,331","51,002,806",-,"61,970,588","6,343,544","68,314,132"
