Macroeconomic variables,2024,2025,2026,2027,2028
,0.329,0.088,0.081,0.079,
,0.349,0.094,0.086,0.084,
,0.309,0.083,0.076,0.074,
,0.105,0.113,0.120,0.112,
,0.109,0.118,0.125,0.116,
,0.101,0.109,0.116,0.107,
,0.083,0.092,0.099,0.090,
,0.086,0.095,0.102,0.094,
,0.080,0.088,0.095,0.087,
,0.105,0.113,0.120,0.112,
,0.114,0.123,0.131,0.121,
,0.096,0.104,0.110,0.102,
,0.169,0.095,0.150,0.171,
,0.182,0.102,0.161,0.184,
,0.156,0.088,0.138,0.157,
