"36,992,122",Column,"15,803,197"
"188,277,334",,"133,693,810"
"19,453,132",,"8,389,828"
"253,674,906",,"177,757,616"
"3,934,906",,"1,971,439"
"919,193",,"476,891"
"6,221,764",,"3,762,662"
"173,372",,-
"5,107,693",,"3,268,111"
"156,874",,"138,388"
"11,945,520",,"8,205,242"
"56,000",,"50,000"
"70,453",,"5,752,702"
"526,983,269","456,842,717","359,269,886"
,"331,451,673
14,794,574
11,493,514
-
20,171,452
4,378,520",
"387,562,471",,"250,592,898"
"26,678,946",,"22,213,787"
"5,197,438",,"2,934,930"
"66,329",,-
"25,512,526",,"24,699,186"
"4,303,857",,"2,552,003"
"449,321,567","382,289,733","302,992,804"
,"1,118,409
9,006,569
54,854,274
-
1,476,079
838,807",
"1,118,409",,"1,118,409"
"9,006,569",,"9,006,569"
"58,900,970",,"48,531,609"
"542,996",,-
"(2,004,468)",,"(3,777,516)"
"1,398,011",,"1,398,011"
"68,962,487","67,294,138
7,258,846","56,277,082"
"8,699,215",,-
"77,661,702","74,552,984","56,277,082"
"526,983,269","456,842,717","359,269,886"
