Column,"2,064","2,380,734","2,215,627","320,247","10,418,848","243,179",Column
,"35,550","1,174,548",-,-,-,-,
Cost or valuation,"37,614","3,555,282","2,215,627","320,247","10,418,848","243,179","16,790,797"
