"13,171,997","3,373,139","1,812,315","192,254","18,549,705"
"9,153,948","815,321","2,254,544","147,115","12,370,928"
"42,888","84,250","41,942",89,"169,169"
"22,368,833","4,272,710","4,108,801","339,458","31,089,802"
"8,890,378","1,119,773","1,164,242","44,184","11,218,577"
"426,535","10,097","104,529","22,193","563,354"
"9,316,913","1,129,870","1,268,771","66,377","11,781,931"
"13,051,920","3,142,840","2,840,030","273,081","19,307,871"
"1,586,208","706,152","632,834","21,926","2,947,120"
"1,681,597","417,014","226,034",898,"2,325,543"
"397,116","2,641","161,056","1,323","562,136"
"3,664,921","1,125,807","1,019,924","24,147","5,834,799"
