2018,2017,2018,2017
Shs’000,Shs’000,Shs’000,Shs’000
"35,271,077","34,860,913","26,881,830","25,838,674"
"(14,277,385)","(13,978,997)","(11,986,952)","(11,184,103)"
"3,242,470","3,140,739","1,775,805","1,784,618"
"1,981,652","1,914,316","1,240,382","1,232,537"
"273,758","150,079","2,312","20,221"
"(9,835,856)","(8,872,466)","(5,603,533)","(5,191,184)"
"(4,085,348)","(5,601,625)","(3,076,638)","(4,637,482)"
"12,570,368","11,612,959","9,233,206","7,863,281"
"(1,002,330)","(795,224)","(815,365)","(1,066,589)"
"(652,644)","(19,040,677)","(760,626)","(10,961,562)"
"(640,983)","(12,517,540)","(793,809)","(13,274,992)"
-,-,-,"113,857"
"16,643,699","20,764,779","15,507,011","13,324,513"
"(155,718)","492,619","(128,215)","656,952"
"(1,675,003)","1,868,011","(1,683,322)","1,719,699"
"25,087,389","2,384,927","20,558,880","(1,624,841)"
"(904,838)","(965,191)","(365,762)","(458,109)"
"(151,893)","(400,647)","(125,761)","(327,654)"
-,-,"(152,296)","(1,056,380)"
"32,229",(878),"32,229",(878)
"(73,513)","9,102","(75,216)","2,762"
-,-,"65,475","68,704"
"(1,098,015)","(1,357,614)","(621,331)","(1,771,555)"
"4,045,780","379,682","3,058,500",-
"(6,543,623)","(5,430,160)","(6,200,876)","(5,258,898)"
"(926,574)","(964,378)","(722,183)","(758,407)"
"(726,966)","(692,435)","(726,966)","(692,435)"
"(39,565)","(40,693)",-,-
"(4,190,948)","(6,747,984)","(4,591,525)","(6,709,740)"
"19,798,426","(5,720,671)","15,346,024","(10,106,136)"
"2,789,926","2,865,866","(10,657,432)","(7,097,656)"
-,"6,546,360",-,"6,546,360"
"(1,213,135)","(901,629)",-,-
"1,576,791","8,510,597","(10,657,432)","(551,296)"
"21,375,217","2,789,926","4,688,592","(10,657,432)"
