"2012
Shs’000
16,190,267
(6,901,551)
1,791,959
1,250,376
22,068
61,366
(4,549,858)
(1,783,531)","2011
Shs’000
9,851,577
(2,943,926)
1,697,804
930,041
1,057,655
42,525
(4,090,742)
(1,742,845)"
"6,081,096
(3,975,945)
(8,710,608)
(17,333,680)
-
20,612,118
(548,156)
492,063","4,802,089
(933,607)
1,787,606
(20,407,606)
-
19,549,049
(97,856)
523,231"
"(3,383,112)","5,222,906"
"(1,206,339)
(52,635)
(2,238)
9,091
2,805","(534,082)
(132,126)
-
2,896
2,550"
"(1,249,316)","(660,762)"
"-
(122,793)
(130,925)
1,805,413
(332,596)
(15,018)","1,802,000
(92,056)
-
-
(260,859)
(12,869)"
"1,204,081","1,436,216"
"(3,428,347)","5,998,360"
"14,132,900
(243,114)","8,283,756
(149,216)"
"13,889,786","8,134,540"
"10,461,439","14,132,900"
