"12,928,806","3,366,750","2,076,130","214,555","18,586,241"
"10,634,482","1,298,694","3,012,617","136,555","15,082,348"
"86,585","117,830","30,883",492,"235,790"
"23,649,873","4,783,274","5,119,630","351,602","33,904,379"
"9,744,463","1,192,829","1,413,281","49,419","12,399,992"
"195,409","7,086","158,307","13,491","374,293"
"9,939,872","1,199,915","1,571,588","62,910","12,774,285"
"13,710,001","3,583,359","3,548,042","288,692","21,130,094"
"1,716,268","860,333","638,993","94,425","3,310,019"
"1,818,437","408,782","216,334","5,071","2,448,624"
"454,321","7,891","41,656",347,"504,215"
"3,989,026","1,277,006","896,983","99,843","6,262,858"
