-,"2,597,649",-,"2,597,649"
"4,129,000","2,348,191","4,129,000","2,348,191"
"37,813","59,753","37,813","59,753"
-,"(5,009,739)",-,"(5,009,739)"
"(1,025)","4,146","(1,025)","4,146"
"4,165,788",-,"4,165,788",-
"1,558,795","758,052","1,558,795","758,052"
-,"1,544,417",-,"1,544,417"
"16,863","9,194","16,863","9,194"
"(1,584,995)","(757,686)","(1,584,995)","(757,686)"
"9,337","4,818","9,337","4,818"
-,"1,558,795",-,"1,558,795"
"1,035,013","2,569,701","1,035,013","2,569,701"
-,"1,012,500",-,"1,012,500"
"9,300","37,707","9,300","37,707"
"(1,049,133)","(2,581,028)","(1,049,133)","(2,581,028)"
"4,820","(3,867)","4,820","(3,867)"
-,"1,035,013",-,"1,035,013"
"4,165,788","7,507,189","4,165,788","7,507,189"
"18,460","20,453",-,-
"17,174,934","22,062,229","13,562,268","18,824,605"
