Column,latoT,000’shS,Column,"377,959,54","091,798,371","293,218,03","366,692,582","951,605","205,651,2","976,826,835",Column,-,"318,612,744","751,341,71","154,766,3","867,801","174,771,6","137,957,4","193,370,974","882,555,95"
tseretni-noN,evitisnes,000’shS,"377,959,54 - 570,357,3 948,714,22 951,605 205,651,2",,,,,,,"853,397,47","- 572,929,53 - 129,6 867,801 174,771,6 -",,,,,,,,"534,222,24","329,075,23"
"5
revO",sraey,000’shS,,-,"417,951,92",-,-,-,-,"417,951,92",,-,-,-,-,-,-,-,-,"417,951,92"
5-1,sraey,000’shS,"- 088,819,37 - 702,938,1 - -",,,,,,,"780,857,57","- 165,892,7 - - - - 837,982,4",,,,,,,,"992,885,11","887,961,46"
21-3,shtnom,000’shS,,-,"006,365,75","514,813,1","529,631,1",-,-,"049,810,06",,-,"874,383,311",-,"035,066,3",-,-,"177,833","977,283,711",")938,363,75("
3-1,shtnom,000’shS,"- 208,838,7 725,720,7 242,593,602 - -",,,,,,,"175,162,122","- 216,529,06 - - - - 338,36",,,,,,,,"544,989,06","621,272,061"
"1
ot
pU",htnom,000’shS,,-,"491,614,5","573,317,81","044,705,35",-,-,"900,736,77",,-,"788,976,922","751,341,71",-,-,-,"983,76","334,098,642",")424,352,961("
puorG,"4202
rebmeceD
13
tA",,,,,,,,,,,,,,,,,,,
