59,A or E,F.3,"Does the Board or Audit Committee have a process in
place to ensure the independence and competence of the
Company’s external auditors?",6.1.1b,"Fully
Applied",Yes.,"The process is outlined in the BACC ToR and the
Procurement Procedures. In addition, the external
auditor's independence is confirmed in the Post-audit
report on an annual basis. The external auditors also
have at least two meetings a year with the BACC to
the exclusion of management."
60,M,F.4,"Do the shareholders formally appoint the external auditor
at the AGM through a formal and transparent process?",6.1.3,"Fully
Applied",Yes.,"Notification of the proposed appointment is
contained in the AGM Notice circulated to
shareholders at least 21 days prior to the AGM. The
proposal is then deliberated upon at the general
meeting and put to a vote in accordance with the
Company's Articles of Association."
61,A or E,F.5,"Is the Company working towards the introduction of
integrated reporting (incorporating financial and non-
financial information) or is the company's Annual Report
prepared on an integrated basis using a framework available
from the Integrated Reporting Council, The Global
Reporting Initiative, G4 Sustainability Guidelines and/or
Sustainability Accounting Standards Board standards?",6.1.5,"Fully
Applied",Yes.,"The Integrated Report is prepared on an integrated
basis as disclosed on page 1."
62,A or E,F.6,"Has the Board established an effective risk management
framework which is inclusive of key risks as well as
foreseeable risks, environmental and social risks and issues ?",6.2.1,"Fully
Applied",Yes.,"This is comprised within the Enterprise Risk
Management Framework as summarised on pages 83
91 in the Integrated Report."
63,M,F.7,"Has the Board established and reviewed on a regular basis
the adequacy, integrity and management of internal control
systems and information systems (including for compliance
with all applicable laws, regulations, rules and guidelines)?","6.3.1, 6.3.2,
6.3.3","Fully
Applied",Yes.,"This is contained in the Board and Board Committee
mandates and management further reports thereon
on a quarterly basis. This is also reviewed by BACC
as per the BACC ToR and Internal Audit
Department as per its Charter."
64,M,F.8,"Does the Board annually conduct a review on the
effectiveness of the company’s risk management practices
and internal control systems and report this to
shareholders?",6.4.1,"Fully
Applied",Yes.,"Enterprise Risk Management Framework and internal
control is reviewed annually by the Internal Audit
Department which then reports to the BACC. This
is as per the Internal Audit Department's Charter.
The external auditor also reviews the internal
control environment and reports thereon to the
BACC. Disclosure is also made to shareholders
through the Integrated Report on pages 83- 91."
65,M,F.9,"Has the Board established an effective internal audit
function according to Code requirements and which
reports directly to the Audit Committee?",6.5.2,"Fully
Applied",Yes,"This is provided for in the BACC ToR, Corporate
Governance Policy and Internal Audit Department's
Charter."
66,A or E,F.10,"Does the Board disclose details of Audit Committee
activities ?",6.5.2,"Fully
Applied",Yes.,This is disclosed in the Integrated Report on page 30.
