"17,219,059","14,831,865","17,219,059","14,831,865"
"124,309,703","111,118,568","124,309,703","111,118,568"
"3,850,652","10,667,900","3,850,652","10,667,900"
"159,180,869","154,998,068","159,180,869","154,998,068"
"915,245","884,987","915,245","884,987"
"1,339,691","1,252,570","1,339,691","1,252,570"
"306,815,219","293,753,958","306,815,219","293,753,958"
"225,782,765","207,984,496","225,782,765","207,984,496"
"11,672,102","27,063,578","11,672,102","27,063,578"
"19,205,520","18,521,027","19,205,520","18,521,027"
"2,478,269","2,593,221","2,478,269","2,593,221"
"9,512,034","1,828,808","9,512,034","1,828,808"
"268,650,690","257,991,130","268,650,690","257,991,130"
