Column,"95,246","(70,362)","(24,884)",Column
,"(92,782)","(24,409)","117,191",
,"(3,586)","(48,747)","52,333",
,-,-,"(6,467,975)",
,"552,011","1,275,963","5,894,256",
,"(231,289)","(886,665)","421,213",
,"44,809","20,964","(9,208)",
,"(350,193)","294,778","3,872,907",
Loss allowance as at 31 December 2023,"822,944","3,476,394","17,572,592","21,871,930"
