latoT,Column,000’shS,"147,918,7",-,-,-,")602,949(","381,997",")164,056,2(","152,5","334,049,1","149,469,6"
ICOP,,000’shS,-,-,-,-,-,-,-,-,-,-
"3
egatS","LCE
emitefiL",000’shS,"338,714,5",")603,801(",")508,17(","246,06",")602,949(","117,4",")677,664,1(",")611,78(","998,617,1","678,615,4"
"2
egatS","LCE
emitefiL",000’shS,"842,743,1",")490,591(","862,861",")714,35(",-,"247,193",")018,375(","888,85",")871,14(","746,201,1"
"1
egatS","LCE
htnom-21",000’shS,"066,450,1","004,303",")364,69(",")522,7(",-,"037,204",")578,906(","974,33","217,462","814,543,1"
