Column,"164,746,932","52,223,835","76,993,333","107,959",-,-,Column
,"11,096,569",-,-,-,-,-,
,-,"1,196,824","1,154,892","1,014,456",-,-,
,-,-,-,-,-,"108,768",
,-,-,-,-,-,"3,394,207",
,"23,635","34,055","177,731","1,089,133","1,960,754",-,
Total financial liabilities,"175,867,136","53,454,714","78,325,956","2,211,548","1,960,754","3,502,975","315,323,083"
Interest sensitivity gap,"(166,074,419)","127,114,396","(38,627,965)","55,078,323","27,198,960","33,115,704","37,804,999"
