GROUP,Column,BANK,Column
,"Dec. 2013
Shs 000
Audited
1,325,491
114,664",,"Dec. 2013
Shs 000
Audited
1,057,001
8 4,978"
Dec. 2014,,Dec. 2014,
Shs 000,,Shs 000,
Audited,,Audited,
"1 ,803,042",,"1 ,199,140",
"199,860",,"1 30,728",
"1 ,603,182","1,210,827
1,192,393","1 ,068,412","9 72,023
9 72,023"
"1 ,450,582",,"1 ,068,412",
"152,600","18,434",-,-
"152,600","18,434",-,-
-,-,-,-
,"2,758,085
474,235",,"2,322,835
3 58,234"
"3 ,336,839",,"2 ,894,935",
"559,133",,"4 85,234",
"3 ,895,972","3,232,320","3 ,380,169","2,681,069"
,"13,022,084
13,812,858
-",,"11,435,476
10,675,511
-"
"2 3,932,081",,"19,335,716",
"2 6,990,220",,"24,112,184",
-,,-,
"5 0,922,301",,"43,447,900","22,110,987"
,,,"15,044,803
1,000,000
14,044,803
2,975,917"
,,"22,245,196",
,,"1 ,000,000",
,,"21,245,196",
,,"2 ,819,362",
,,"25,064,558","18,020,720"
,,"1 32,274,406",
,,21.8%,
,,8.0%,
,,13.8%,
,,16.8%,
,,10.5%,
,,6.3%,
,,18.9%,
,,14.5%,
,,"4.4%
35.6%
20.0%
15.6%",
