Column,"(595,802)","303,784","(301,082)",Column
"2,069,179","(595,802)","303,784","(301,082)","1,476,079"
"(35,609)",-,-,-,"(35,609)"
"6,121",-,-,-,"6,121"
-,"(3,557,807)",-,-,"(3,557,807)"
-,-,"1,439,236",-,"1,439,236"
-,-,-,"68,388","68,388"
-,"(1,289,691)",-,-,"(1,289,691)"
"(154,948)",-,-,-,"(154,948)"
"43,763",-,-,-,"43,763"
"1,928,506","(5,443,300)","1,743,021","(232,694)","(2,004,468)"
