"(846,871)"
"(2,662,355)"
"(50,026)"
"(4,881)"
"(38,824)"
"(119,664)"
"(3,200)"
"(85,902)"
"2,609,434"
"135,650"
"35,231"
"22,729"
"10,687"
"(997,992)"
"(41,447)"
"(371,417)"
"(158,820)"
"(1,569,676)"
