"25,983,424","27,218,903","25,983,424","27,218,903"
"147,119,743","130,925,571","147,119,743","130,925,571"
"19,945,900","8,320,531","19,945,900","8,320,531"
"208,592,888","199,089,371","208,592,888","199,089,371"
"1,652,877","1,376,772","1,652,877","1,376,772"
"1,258,198","1,518,389","1,258,198","1,518,389"
"404,553,030","368,449,537","404,553,030","368,449,537"
"298,166,604","280,186,953","298,166,604","280,186,953"
"29,969,001","22,453,859","29,969,001","22,453,859"
"19,798,455","11,356,847","19,798,455","11,356,847"
"4,562,255","4,237,765","4,562,255","4,237,765"
"3,907,722","2,912,805","3,907,722","2,912,805"
"356,404,037","321,148,229","356,404,037","321,148,229"
"14,831,865","18,238,378","14,831,865","18,238,378"
"111,118,568","98,180,149","111,118,568","98,180,149"
"10,667,900","1,557,300","10,667,900","1,557,300"
"154,998,068","149,501,314","154,998,068","149,501,314"
"884,987","870,886","884,987","870,886"
"1,252,570","1,513,048","1,252,570","1,513,048"
"293,753,958","269,861,075","293,753,958","269,861,075"
"207,984,496","199,489,226","207,984,496","199,489,226"
"27,063,578","21,549,148","27,063,578","21,549,148"
"18,521,027","9,741,233","18,521,027","9,741,233"
"2,593,221","2,576,389","2,593,221","2,576,389"
"1,828,808","1,534,720","1,828,808","1,534,720"
"257,991,130","234,890,716","257,991,130","234,890,716"
