2016,2015,2016,2015
Shs’000,Shs’000,Shs’000,Shs’000
"1,077,277","659,652","921,590","582,989"
"739,609","674,514","385,127","350,294"
"1,071,098","1,141,693","848,878","900,830"
"2,887,984","2,475,859","2,155,595","1,834,113"
"595,492","586,043","386,186","339,303"
"441,788","241,149","410,424","189,542"
"520,016","1,508","359,282",-
"(269,211)","(213,844)","(176,433)","(142,659)"
"(5,077)","(19,364)",-,-
"1,283,008","595,492","979,459","386,186"
"2,621,038","1,664,311","1,883,587","1,113,881"
"(1,338,030)","(1,068,819)","(904,128)","(727,695)"
"1,283,008","595,492","979,459","386,186"
