Column,"884,807","(1,093,435)","208,628",Column
,"(25,676,080)","12,418,316","13,257,764",
,"(662,108)","(855,004)","1,517,112",
,"94,205,034","28,238,287",-,
,"(129,029,045)","(52,011,223)","1,074,047",
,-,-,"(6,467,975)",
,"101,997,410","18,773,428","2,510,734",
Gross carrying amount as at 31 December 2023,"203,294,564","84,141,454","43,131,500","330,567,518"
,"822,944","3,476,394","17,572,592",
Net carrying Amount as at 31 December 2023,"202,471,620","80,665,060","25,558,908","308,695,588"
