2015
Shs’000
"14,578,145"
"34,310,709"
"4,973,737"
"125,817,859"
-
"227,794"
"1,834,113"
"386,186"
"3,996,431"
-
-
"1,430,461"
"3,392,468"
"190,947,903"
"126,228,706"
"8,149,404"
"3,257,684"
"23,076,632"
"239,276"
"160,951,702"
"968,440"
"7,294,767"
"20,760,865"
-
"366,854"
"605,275"
"29,996,201"
-
"29,996,201"
"190,947,903"
