"83,268","3,557,719","3,640,987","98,373","3,331,927","3,430,300"
"13,587","325,587","339,174","75,695","521,210","596,905"
"(17,387)","(530,886)","(548,273)","(90,800)","(385,160)","(475,960)"
-,"(74,519)","(74,519)",-,"(8,343)","(8,343)"
-,"80,226","80,226",-,"98,085","98,085"
"79,468","3,358,127","3,437,595","83,268","3,557,719","3,640,987"
-,"1,867,738","1,867,738",-,"1,919,046","1,919,046"
-,"180,174","180,174",-,"143,089","143,089"
-,"(195,232)","(195,232)",-,"(194,397)","(194,397)"
-,"(68,161)","(68,161)",-,-,-
-,"1,784,519","1,784,519",-,"1,867,738","1,867,738"
