Column,"383,500","(383,500)",Column,Column
,"(2,029,060)","2,029,060",-,
,"73,738,488","(367,597)",-,
,"(19,135,935)","385,501",-,
,"853,870","(734,131)",,
Gross carrying amount as at 31 December 2023,"90,053,856","5,215,007",-,"95,268,863"
,"185,099","4,566",-,
Net carrying Amount as at 31 December 2023,"89,868,757","5,210,441",-,"95,079,198"
