"14,795,260","3,336,897","1,640,920","180,789","19,953,866"
"9,500,476","927,947","1,945,801","124,638","12,498,862"
"126,315","103,204","168,436",430,"398,385"
"24,422,051","4,368,048","3,755,157","305,857","32,851,113"
"10,031,214","1,032,545","1,042,489","30,586","12,136,834"
"568,535","5,244","44,038","18,074","635,891"
"10,599,749","1,037,789","1,086,527","48,660","12,772,725"
"13,822,302","3,330,259","2,668,630","257,197","20,078,388"
"1,723,010","744,908","744,174","32,074","3,244,166"
"1,139,278","466,930","221,274","2,917","1,830,399"
"393,690","1,371","1,826",429,"397,316"
"3,255,978","1,213,209","967,274","35,420","5,471,881"
