At 31 December 2006 USD,GBP,Euro,Other,Total
,"9,679
292,246
39,958
34,852","5,813
107,795
309,690
16,902","12
31,266
256
4,838",
,"376,735","440,200","36,372",
,"329,539
16,559
-
856","88,847
5,951
-
424","5,311
10,706
-
-",
,"346,954","95,222","16,017",
,"29,781","344,978","20,355",
,"(28,327)","(349,162)","(20,264)",
,"1,454","(4,184)",91,
At 31 December 2005 USD,GBP,Euro,Other,Total
,"203,735
349,966","152,663
137,202","23,069
20,678",
,"(146,231)","15,461","2,391",
,"136,418","(37,626)","(12,017)",
,"(9,813)","(22,165)","(9,626)",
