"2012
Shs’000
1,278,245
42,054
(42,641)
15,463","2011
Shs’000
1,212,190
39,429
(39,693)
66,319","2012
Shs’000
1,278,245
42,054
(42,641)
15,463","2011
Shs’000
1,212,190
39,429
(39,693)
66,319"
"1,293,121","1,278,245","1,293,121","1,278,245"
"2,556,441
-
71,959
(204,442)
29,241","807,841
1,802,000
44,432
(40,280)
(57,552)","2,556,441
-
71,959
(204,442)
29,241","807,841
1,802,000
44,432
(40,280)
(57,552)"
"2,453,199","2,556,441","2,453,199","2,556,441"
"3,746,320","3,834,686","3,746,320","3,834,686"
"27,420
34,061","31,467
45,527","-
-","-
-"
"61,481","76,994",-,-
"3,807,801","3,911,680","3,746,320","3,834,686"
"42,053
71,959
2,112
5,171","39,429
44,432
3,360
4,835","42,053
71,959
-
5,171","39,429
44,432
-
4,835"
"121,295","92,056","119,183","88,696"
"-
13,090
232,453
737,092
438,600
688,259
757,922","-
16,939
211,560
660,267
241,165
702,858
561,307","79,560
-
188,008
577,741
-
588,209
502,181","79,560
3,850
119,220
512,215
-
624,397
417,707"
"2,867,416","2,394,096","1,935,699","1,756,949"
"16,939
1,083
(5,209)
277","61,582
7,315
(51,783)
(175)","3,850
-
(3,850)
-","50,624
5,009
(51,783)
-"
"13,090","16,939",-,"3,850"
