2016,2015,2016,2015
Shs’000,Shs’000,Shs’000,Shs’000
"1,214,077","1,579,920","1,214,077","1,579,920"
"30,860","39,172","30,860","39,172"
"(594,673)","(593,041)","(594,673)","(593,041)"
"(2,887)","188,026","(2,887)","188,026"
"647,377","1,214,077","647,377","1,214,077"
"2,733,704","2,273,989","2,593,012","2,273,989"
"102,020","333,032","102,314","85,316"
"(255,725)","(152,122)","(95,192)","(57,976)"
"62,441","278,805","3,198","291,683"
"2,642,441","2,733,704","2,603,332","2,593,012"
"3,093,919","2,729,047","3,093,919","2,729,047"
"123,328","102,399","123,328","102,399"
"(114,609)","(87,580)","(114,609)","(87,580)"
(148),"350,053",(148),"350,053"
"3,102,490","3,093,919","3,102,490","3,093,919"
-,-,-,-
"512,350",-,"512,350",-
147,-,147,-
"512,497",-,"512,497",-
"6,904,805","7,041,700","6,865,696","6,901,008"
"5,463,181",-,"5,463,181",-
"4,861,826","5,169,790","4,861,826","5,169,790"
"176,898","71,480","176,898","71,480"
"(5,587,181)","(38,635)","(5,587,181)","(38,635)"
"(1,343)","260,546","(1,343)","260,546"
"4,913,381","5,463,181","4,913,381","5,463,181"
"2,597,649",-,"2,597,649",-
"2,348,191","2,458,650","2,348,191","2,458,650"
"59,753","39,003","59,753","39,003"
"(5,009,739)",-,"(5,009,739)",-
"4,146","99,996","4,146","99,996"
-,"2,597,649",-,"2,597,649"
